type,name,position,program
BIPP,"PT. Bank Central Asia, Tbk",Application Developer,Computer Science
BIPP,PT. Charoen Pokphand Indonesia Tbk,Mobile Programmer,Informatics
BIPP,PT. Anantarupa Yaesa Suptesu Jagarti (Anantarupa Studios),Game Engineer / Developer,Game Application and Technology
BIPP,"PT. Bank Sinarmas, Tbk",Application Developer,Computer Science
BIPP,PT. Nusantara Compnet Integrator,Computer Network Specialist,Computer Science
BIPP,PT. Dewaweb,Cyber Intelligence Officer,Cyber Security
BIPP,PT. Hartono Istana Teknologi (Polytron),Mobile Programmer,Computer Science
BIPP,Kawan Lama Group,Search Engine Optimization,Computer Science
BIPP,PT. Inovasi Daya Solusi,Data Engineer / Developer,Computer Science
BIPP,PT Airpaz Internasional Indonesia,Mobile Programmer,Computer Science
BIPP,PT. Astra Daihatsu Motor,System Engineer,Computer Science
BIPP,Insyst Media Solutions,Web Developer,Computer Science
BIPP,PT Verihubs Inteligensia Nusantara,Data Scientist,Computer Science
BIPP,PT. Nutrifood Indonesia,Application Developer,Computer Science
BIPP,PT. Asuransi Astra Buana,Application Developer,Computer Science
BIPP,PT. Enseval Putera Megatrading Tbk,Mobile Programmer,Mobile Application and Technology
BIPP,PT. Phincon,Technical Consultant,Computer Science
BIPP,PT. Indomobil Finance Indonesia,Full Stack Developer,Computer Science
BIPP,"PT. Mayora Indah, Tbk (Mayora Group)",Application Developer,Computer Science
BIPP,PT Adicipta Inovasi Teknologi (AdIns),Full Stack Developer,Computer Science
BIPP,PT. Tokopedia,Software Engineer,Computer Science
BIPP,SHINTA VR,Game Designer,Game Application and Technology
BIPP,PT. Indomobil Sukses Internasional,Full Stack Developer,Computer Science
BIPP,Sinergi Wahana Gemilang,Mobile Programmer,Computer Science
BIPP,PT. Sayap Mas Utama (Wings Group),Software Engineer,Mobile Application and Technology
BIPP,PT. Super Giga Generasi (Fotoyu),Mobile Programmer,Computer Science
BIPP,PT. Graha Technosoft Informatika,Application Developer,Computer Science
BIPP,PT. Mitra Pajakku,Application Developer,Computer Science
BIPP,"PT Bank OCBC NISP, Tbk",Web Developer,Computer Science
BIPP,DANA Indonesia,Mobile Programmer,Computer Science
BIPP,PT. Freeport Indonesia,Application Developer,Computer Science
BIPP,FKS Group,Programmer,Computer Science
BIPP,PT. Asuransi Jiwa Generali Indonesia,Application Developer,Computer Science
BIPP,"PT. Bank BTPN., Tbk.,",Data Analyst,Computer Science
BIPP,PT. IDStar Cipta Teknologi,Software Engineer,Computer Science
BIPP,"PT. Tempo Scan Pasific, Tbk.",Web Developer,Computer Science
BIPP,PT. Mandiri Utama Finance,Security Engineer,Cyber Security
BIPP,PT. Pharos Indonesia,Application Developer,Computer Science
BIPP,PT. Toba Cahaya Semesta (Toba Consulting),Technical Consultant,Computer Science
BIPP,PT. Maybank Indonesia Finance,Mobile Programmer,Computer Science
BIPP,PT. Realta Chakradarma,Web Developer,Computer Science
BIPP,Samsung Research Indonesia,Data Engineer,Computer Science
BIPP,PT. Adira Dinamika Multi Finance Tbk,Data Scientist,Computer Science
BIPP,PT Bank Mandiri (Persero) Tbk,Technical Consultant,Computer Science
BIPP,PT. Datacomm Diangraha,Penetration Tester,Cyber Security
BIPP,PT. Astra Graphia Information Technology (AGIT),Programmer,Computer Science
BIPP,PT. Agate International,Game Engineer / Developer,Computer Science
BIPP,NTT Indonesia Technology,Technical Consultant,Computer Science
BIPP,PT. Bank Rakyat Indonesia (Persero) Tbk,Management Dev. Program (PMMB),Computer Science
BIPP,PT. Bounche Indonesia,Full Stack Developer,Informatics
BIPP,Bank Negara Indonesia (BNI),Management Dev. Program (PMMB),Computer Science
BIPP,"PT. Bank Maybank Indonesia, Tbk",Programmer,Computer Science
BIPP,PT. Bank UOB Indonesia,QC Tester,Computer Science
BIPP,"PT. Kalbe Farma, Tbk",Mobile Programmer,Computer Science
BIPP,"PT. Telekomunikasi Indonesia, Tbk (Direktorat Digital Business)",Web Developer,Computer Science
BIPP,PT. Global Digital Niaga (blibli.com),Data Analyst,Informatics
BIPP,PT. Global Tiket Network (Tiket.com),Software Engineer,Computer Science
BIPP,PT. Asuransi Sinarmas,Data Analyst,Computer Science
BIPP,PT. Hartono Istana Teknologi (Polytron-Kudus),Programmer,Computer Science
BIPP,PT Gajah Tunggal Tbk,Web Developer,Computer Science
BIPP,PT. Anabatic Digital Raya,Programmer,Computer Science
BIPP,PT. Accelist Lentera Indonesia,Full Stack Developer,Computer Science
BIPP,PT. Sumber Trijaya Lestari (Alfadigital),Programmer,Computer Science
BIPP,Kompas Gramedia,Back End Developer,Computer Science
BIPP,KEB Hana Bank,Full Stack Developer,Computer Science
BIPP,Lembaga Pembiayaan Ekspor Indonesia/ Indonesia Eximbank,Programmer,Informatics
BIPP,PT. Triple One Global,Back End Developer,Computer Science & Statistics
BIPP,PT. Metrodata Electronics Tbk,Programmer,Computer Science & Statistics
BIPP,PT. SOHO Global Health,Data Engineer,Computer Science
BIPP,OmniVR,Web Developer,Computer Science
BIPP,"PT. Telekomunikasi Indonesia, Tbk",Application Developer,Computer Science
BIPP,PT. Media Andalan Nusa (Andalworks),Web Developer,Computer Science
BIPP,PT Derma Global Ventura,Data Analyst,Computer Science & Statistics
BIPP,PT. Tri Adi Bersama (Anteraja),Data Engineer,Computer Science & Statistics
BIPP,PT Aneka Tambang Tbk,Management Dev. Program (PMMB),Cyber Security
BIPP,"PT. Bank Mayapada International, Tbk",Programmer,Computer Science
BIPP,PT. Beon Intermedia (Jagoan Hosting),Programmer,Computer Science
BIPP,PT. Indomarco Prismatama (Indomaret Group),Programmer,Computer Science
BIPP,PT. Seino Indomobil Logistics,Programmer,Computer Science
BIPP,PT. LION SUPER INDO,IT Architect,Computer Science
BIPP,PT. Arya Noble,Full Stack Developer,Computer Science
BIPP,"PT. HM Sampoerna, Tbk",IS Security Consultant,Cyber Security
BIPP,PT. Mandiri Sekuritas,Data Analyst,Computer Science
BIPP,PT. Cyberindo Aditama (CBN),Web Developer,Computer Science
BIPP,PT Surya Citra Media Tbk,Network Administrator,Computer Science
BIPP,PT Kurnia Ciptamoda Gemilang,Programmer,Computer Science
BIPP,KPMG Indonesia,Data Analyst,Computer Science
BIPP,MicroAd Indonesia ,Back End Developer,Computer Science
BIPP,PT Mitra Adiperkasa Tbk.,Web Developer,Computer Science
BIPP,PT. Mastersystem Infotama,Full Stack Developer,Computer Science
BIPP,PT. Sangnila Interaktif Media dan Teknologi,Game Engineer / Developer,Informatics
BIPP,PT Meratus Line,Mobile Programming (Android) Dev.,Computer Science
BIPP,AITINDO,Web Developer,Computer Science
BIPP,PT. Bina Karya Prima,System Engineer,Computer Science
BIPP,GRAB Indonesia,Software Engineer,Computer Science
BIPP,PT Sasa Inti,Programmer,Computer Science
BIPP,PT. Indonesia Global Solusindo,Application Developer,Computer Science
BIPP,PT Bank Digital BCA,Application Developer,Game Application and Technology
BIPP,Zeals Asia,Front End Developer,Computer Science & Statistics
BIPP,Computrade Technology International (CTI Group),Data Engineer / Developer,Computer Science
BIPP,PT. BCA Finance,Web Developer,Computer Science
BIPP,PT. Indosat Tbk,Data Scientist,Computer Science & Statistics
BIPP,PT. VIDIO DOT COM,Business Analyst,Computer Science
BIPP,PT Media Televisi Indonesia,Front End Developer,Computer Science
BIPP,PT. Transcosmos Indonesia,Full Stack Developer,Informatics
BIPP,PT Inphosoft Indonesia,Full Stack Developer,Computer Science
BIPP,WIR Group,Back End Developer,Computer Science
BIPP,PT. SQIVA Sistem,Software Engineer,Computer Science
BIPP,PT. Anugerah Pharmindo Lestari (APL),Project Management,Cyber Security
BIPP,Sinarmas Land,UI/UX Designer,Game Application and Technology
BIPP,Jawa Timur Park Group,Web Developer,Computer Science
BIPP,Asia Pulp & Paper Sinar Mas,IT Support,Computer Science
BIPP,"PT. Wahana Ottomitra Multiartha, Tbk  (WOM Finance)",Full Stack Developer,Cyber Security
BIPP,Orang Tua Group,Web Developer,Computer Science
BIPP,PT Victoria Care Indonesia,QA and Tester Engineer,Mobile Application and Technology
BIPP,PT. Summarecon Agung Tbk,Programmer,Computer Science
BIPP,PT. Ernst & Young Indonesia,Data Analyst,Computer Science & Statistics
BIPP,PT United Tractors Pandu Engineering,Data Analyst,Computer Science & Statistics
BIPP,PT PricewaterhouseCoopers Consulting Indonesia (PWC),Application Developer,Computer Science
BIPP,PT ABHIMATA PERSADA,Technical Consultant,Computer Science
BIPP,PT. Astra International Tbk.,Data Analyst,Computer Science & Statistics
BIPP,Accenture,Software Engineer,Computer Science
BIPP,PT. Intikom Berlian Mustika,IT Developer,Informatics
BIPP,Triputra Group,Business Analyst,Computer Science
BIPP,PT Trans Retail Indonesia,Secure Software Developer,Cyber Security
BIPP,PT. Sinar Sosro,Data Analyst,Computer Science & Statistics
BIPP,"PT. Bank CIMB Niaga, Tbk",IT Developer,Computer Science
Partner,Bina Nusantara University - School of Computer Science,Digital Transformation (DT),Game Application and Technology
Partner,Esri Indonesia,IT Architect,Computer Science
Partner,GDP Labs (PT. Sumber Cipta Multiniaga),Information Security Administrator,Cyber Security
Partner,Omni App Solutions Pte Ltd,Application Developer,Computer Science
Partner,Jacquelle Group,Data Analyst,Computer Science
Partner,PT. Inspiro,Application Developer,Computer Science
Partner,PT. WhiteOpen Teknologi,Technical Writer,Computer Science
Partner,BCA Multi Finance,Application Developer,Computer Science
Partner,PT Astra International Tbk ï¿½ AstraWorld,System Engineer,Computer Science
Partner,PT Qlob Internasional Grup,Full Stack Developer,Computer Science
Partner,PT Sanghiang Perkasa (Kalbe Nutritionals),IT Architect,Computer Science
Partner,PT. Uniair Indotama Cargo,Application Developer,Computer Science
Partner,PT Centre Point International,Web Developer,Computer Science
Partner,AWS Educate,Application Developer,Computer Science
Partner,PT. Dompet Harapan Bangsa (OY! INDONESIA),Software Engineer,Computer Science
Partner,PT. Sangfor Technologies Indonesia,Security Engineer,Cyber Security
Partner,Republic Polytechnic,Game Designer,Game Application and Technology
Partner,BINA NUSANTARA GROUP,Data Scientist,Computer Science
Partner,Bina Nusantara Group - IT Division,Programmer,Computer Science
Partner,Bina Nusantara Univ - Game App & Tech,Game Engineer / Developer,Game Application and Technology
Partner,PT Temas Tbk,Application Developer,Computer Science
Partner,PT. Qpro Sukses Mandiri,Programmer,Computer Science
Partner,PT Citra Nusa Insan Cemerlang,Web Developer,Computer Science
Partner,PT Evotech Distribusi,Business Intelligence Analyst,Computer Science
Partner,PT Star Cosmos,Programmer,Computer Science
Partner,PT. Inovasi Sukses Sentosa (Indotrading.com),Software Engineer,Computer Science
Partner,Moka,Software Engineer,Computer Science
Partner,PT. Go Online Destinations (Pegipegi),Software Engineer,Computer Science
Partner,PT. Inti Kreatif Informatika,Software Engineer,Informatics
Partner,PT. Kamoro Maxima Integra,Full Stack Developer,Computer Science
Partner,PT. Jakmall Digital Niaga (Jakmall.com),System Engineer,Computer Science
Partner,PT. Kurio,Data Scientist,Computer Science
Partner,PT. Pentacom Talenta Asia,Technical Consultant,Computer Science
Partner,PT Medifa Infoyasa Suryantara,Mobile Programming (Android) Dev.,Mobile Application and Technology
Partner,Buatwebsite.com,Software Engineer,Computer Science
Partner,Google Bangkit Program,Machine Learning Dev.,Game Application and Technology
Partner,PT Berlian Sistem Informasi,Data Analyst,Computer Science
Partner,Bina Nusantara University - Lab Computing,Application Developer,Computer Science
Partner,PT. Suitmedia Kreasi Indonesia,Full Stack Developer,Computer Science
Partner,"MacroAd x Codify [ Pulau-Pulau Media, PT. ]",Programmer,Computer Science
Partner,PT Jasa Marga (Persero) Tbk,Management Dev. Program (PMMB),Computer Science
Partner,Protergo Siber Sekuriti,System Engineer,Computer Science
Partner,PT Bareksa Portal Investasi,Full Stack Developer,Mobile Application and Technology
Partner,PT Hactivate Teknologi Indonesia (Hactive8),Mobile Programmer,Computer Science
Partner,PT. Toho Technology Indonesia,Software Engineer,Computer Science
Partner,PT Immobi Solusi Prima,Programmer,Computer Science
Partner,PT Tera Multi Wahana,Programmer,Computer Science
Partner,PT. Garena Indonesia,Web Developer,Computer Science
Partner,PT. Kualitas Tekhnologi Asia,Programmer,Computer Science
Partner,PT Bank Hibank Indonesia,Programmer,Computer Science
Partner,PT Kita Teknologi Andalan (Keyta),Mobile Programmer,Computer Science
Partner,PT Megatama Inti Solusi,Application Developer,Computer Science
Partner,PT Altech Omega Andalan,Application Developer,Computer Science
Partner,PT. Jari Solusi International,QC Tester,Computer Science
Partner,Course-Net Indonesia,Quality Assurance,Computer Science
Partner,PT. Mega Akses Persada (FiberStar),Application Developer,Computer Science
Partner,PT. Nalagenetik Riset Indonesia (Nalagenetics),Software Engineer,Computer Science
Partner,PT. SEMISOFT Entertainment Studios,Programmer,Computer Science
Partner,PT Merkle Inovasi Teknologi,Data Engineer / Developer,Computer Science
Partner,PT Amartha Mikro Fintek,Software Engineer,Computer Science
Partner,PT Global Innovation Technology,Technical Consultant,Computer Science
Partner,PT. ITSEC ASIA,Penetration Tester,Cyber Security
Partner,Perum Damri,Management Dev. Program (PMMB),Game Application and Technology
Partner,PT Mangala Kreasi Indonesia (Coralis Studio),Web Developer,Computer Science
Partner,PT Perhutani,Management Dev. Program (PMMB),Computer Science
Partner,PT Sembilan Puluh Enam Derajat,Data Engineer / Developer,Informatics
Partner,PT Duta Pratama Teknologi,Computer Network Specialist,Computer Science
Partner,PT. Optima Data Internasional,Technical Consultant,Computer Science
Partner,PT. Tiga Daya Digital Indonesia (a member of Triputra Group),Full Stack Developer,Computer Science
Partner,PT. Puninar Logistics,Web Developer,Computer Science
Partner,PT Hashmicro Solusi Indonesia,Business Analyst,Computer Science
Partner,PT Kreigan Sentral Teknologi (FLICK),Software Engineer,Computer Science
Partner,PT Balgany Surya Indonesia,Full Stack Developer,Computer Science
Partner,Bank Indonesia (BI),Data Engineer,Computer Science
Partner,PT mHealhtBank Rising Care,QC Tester,Computer Science
Partner,PT. Bahaso Intermedia Cakrawala,Application Developer,Computer Science
Partner,PT. Mode Teknologi Indonesia (Style Theory),Software Engineer,Computer Science
Partner,PT. BNI Life Insurance,QC Tester,Computer Science
Partner,APTIKA KOMINFO,Application Developer,Informatics
Partner,PT. Hexaon Business Mitrasindo,Web Developer,Computer Science
Partner,PT Periksa Solusi Indonesia,Penetration Tester,Cyber Security
Partner,Dicoding Indonesia,Business Intelligence Analyst,Computer Science
Partner,PT Astra Otoparts Tbk Divisi Winteq,Programmer,Computer Science
Partner,Starlab Indonesia,Programmer,Computer Science
Partner,PT Indofarma (Persero) Tbk,Management Dev. Program (PMMB),Computer Science
Partner,PT Admin Pintar Kita,Software Engineer,Computer Science
Partner,PT Mixtra Inti Tekindo,Web Developer,Computer Science
Partner,PT Sisindokom Lintasbuana,Computer Network Specialist,Computer Science
Partner,"PT. Bank MNC Internasional, Tbk",Application Developer,Computer Science
Partner,PT Kimia Farma Tbk,Management Dev. Program (PMMB),Computer Science
Partner,PT. Media Indonusa (Faspay),Full Stack Developer,Computer Science
Partner,PT Acset Indonusa Tbk.,Application Developer,Computer Science
Partner,Bina Nusantara University - Computer Science Study Program (Malang),Programmer,Computer Science
Partner,PT. Sofco Graha,UI/UX Designer,Computer Science
Partner,GudangAda,Mobile Programmer,Computer Science
Partner,KodeKiddo,Mobile Programmer,Computer Science
Partner,PT Dihardja Software Solutions,Mobile Programmer,Computer Science
Partner,PT Lingkar Niaga Solusindo (SIRCLO),Software Engineer,Computer Science
Partner,PT Multitech Infomedia,Application Developer,Game Application and Technology
Partner,PT Anugerah Indonesia Lima,Web Developer,Computer Science
Partner,Pemerintah Kota Tangerang (Tangerang Smart City),Application Developer,Game Application and Technology
Partner,PT PrimeSkills Edukasi Indonesia,Game Engineer / Developer,Game Application and Technology
Partner,PT Square Gate One (ESPAY.ID),Mobile Programmer,Computer Science
Partner,PT. Indobest Artha Kreasi,Software Engineer,Computer Science
Partner,PT Inertia Utama (Dexa Group),Full Stack Developer,Computer Science
Partner,Bina Nusantara University - Lecturer Services Center,Software Engineer,Computer Science
Partner,PT Joinan Kapital Indonesia,Programmer,Computer Science
Partner,DistincTions Asia Pte Ltd,Search Engine Optimization,Computer Science
Partner,Ray White Indonesia,Quality Assurance,Computer Science
Partner,Riverstone Training PTE LTD,Web Developer,Computer Science
Partner,PT Global Loyalty Indonesia,Quality Assurance,Computer Science
Partner,FXMedia Internet Pte Ltd,Front End Developer,Computer Science
Partner,PT Yodya Karya (Persero),Management Dev. Program (PMMB),Computer Science & Statistics
Partner,PT Intersoft Solutions,Back End Developer,Computer Science
Partner,PT. Global Intra Talenta (Glints),Software Engineer,Computer Science
Partner,Global Employability & Entrepreneurship,Programmer,Cyber Security
Partner,Dana Pensiun Astra,Programmer,Computer Science
Partner,PT Porto Indonesia Sejahtera,Full Stack Developer,Computer Science
Partner,Little Bookworm ,Web Developer,Computer Science
Partner,Damai Indah Golf - PIK Course,Programmer,Computer Science
Partner,PT ASDP Indonesia Ferry (Persero),Management Dev. Program (PMMB),Computer Science
Partner,PT Media Antar Nusa (Nusanet),Web Designer,Computer Science
Partner,PT. Nawa Data Solutions,Programmer,Computer Science
Partner,PT. Solusi Teknologi Sejati,Mobile Programmer,Mobile Application and Technology
Partner,PT Synapsis Sinergi Digital,Software Engineer,Computer Science
Partner,PT Bintang Toedjoe,Web Developer,Computer Science
Partner,PT. Edsen Gudang Komputerindo,Programmer,Computer Science
Partner,PT Mega Central Finance,Web Developer,Computer Science
Partner,"Yayasan Iman, Pengharapan dan Kasih",Programmer,Computer Science
Partner,Corporate IT&IS Kompas Gramedia (MyValue),Data Analyst,Computer Science & Mathematics
Partner,PT Barito Integra Teknologi,Software Engineer,Computer Science
Partner,PT IQ Edukasi,Engineering Specialist,Computer Science
Partner,PT PASTI LABA SOLUSI TEKNOLOGI,Full Stack Developer,Computer Science & Statistics
Partner,PT Malline Teknologi Internasional,Mobile Programmer,Computer Science
Partner,PT EMS Paramitra,Programmer,Computer Science
Partner,"PT Bank Neo Commerce, TBK",QA and Tester Engineer,Mobile Application and Technology
Partner,"PT Radana Bhaskara Finance, Tbk",Data Engineer / Developer,Computer Science & Mathematics
Partner,PT. Dankos Farma,Gamification/ Serious Game Developer,Game Application and Technology
Partner,PT Tunas Sawa Erma,Mobile Programmer,Computer Science
Partner,Astra Credit Companies,Data Analyst,Computer Science & Statistics
Partner,PT.Nova Teknologi Awani,Software Engineer,Computer Science
Partner,PT Pyridam Farma Tbk.,Programmer,Computer Science
Partner,PT. Bank Commonwealth,IT Architect,Computer Science
Partner,PT. Master Solusi Internasional (MHomecare),Mobile Programmer,Computer Science
Partner,PT. MUTIARA GARUDA DIGITAL (PEARLPAY INDONESIA),Software Engineer,Computer Science
Partner,PT. Smartfren Telecom Tbk.,Data Engineer,Computer Science & Statistics
Partner,PT Tibeka Logistik Indonesia,Data Engineer,Computer Science & Mathematics
Partner,PT Tujju Bio Indonesia,Back End Developer,Computer Science & Mathematics
Partner,PT. Gudang Anak Bangsa,Front End Developer,Computer Science & Mathematics
Partner,PT. ICEHOUSE,Back End Developer,Cyber Security
Partner,PT. Pelayaran Kartika Samudra Adijaya,Application Developer,Computer Science
Partner,PT INDORENTAL,Web Developer,Computer Science
Partner,PT Svara Inovasi Indonesia,Full Stack Developer,Cyber Security
Partner,PT Brainworx Solusi Integrasi,Data Engineer,Computer Science
Partner,PT Sarana Solusindo Informatika,Application Developer,Computer Science
Partner,Qiwii,Front End Developer,Computer Science
Partner,PT Multi Wahana Kencana (Mr. Kitchen),Mobile Programmer,Informatics
Partner,PT Nan Darma Kanigara,Full Stack Developer,Computer Science
Partner,Koperasi Jasa Tri Capital Investama (TC Invest),Back End Developer,Computer Science
Partner,PT MEA Digital Marketing,Front End Developer,Computer Science
Partner,PT Medion Farma Jaya,Web Developer,Informatics
Partner,PT Pertamina (Persero),Management Dev. Program (PMMB),Informatics
Partner,PT Inovasi Telematika Nusantara,Programmer,Computer Science
Partner,Diklatkerja,IT Support,Computer Science
Partner,PT. Andal Software Sejahtera ,Data Engineer / Developer,Computer Science
Partner,PT Frisidea Tech Indonesia,Programmer,Computer Science
Partner,PT. Investo Medika Asia,Machine Learning Dev.,Computer Science
Partner,Onero Solutions (PT. Satu Resolusi Optima),Programmer,Computer Science
Partner,Traveloka Indonesia,Cloud Computing Dev.,Cyber Security
Partner,PT. Bhumi Varta Technology,Programmer,Computer Science
Partner,PT. Garuda Maintenance Facilty AeroAsia Tbk,Programmer,Computer Science
Partner,PT. TRIMITRA TRANS PERSADA (B-LOG),Programmer,Computer Science
Partner,PT. NAP Info Lintas Nusa,Network Engineer,Cyber Security
Partner,PT. DIGIKIDZ INDONESIA,Web Developer,Computer Science
Partner,PT Berkah Tani Sejahtera,Back End Developer,Computer Science
Partner,PT Lakuuu Teknologi Digital,Full Stack Developer,Computer Science & Statistics
Partner,PT. Lippo Malls indonesia,Application Developer,Computer Science
Partner,PT. PADASUKA JAYA ABADI,Database Administrator,Computer Science
Partner,Bina Nusantara University - Information System Laboratory,Programmer,Computer Science
Partner,Bina Nusantara University - School of Design,Initiative Independen Project,Computer Science
Partner,Bina Nusantara University - Lab Game Application & Technology,Game Engineer / Developer,Game Application and Technology
Partner,PT Populix Informasi Teknologi,Back End Developer,Computer Science
Partner,PT. Chorus Digital Indonesia,Application Developer,Computer Science
Partner,PT. Enkripsi Teknologi Handal,Development and Operations (DevOps) Engineer,Computer Science
Partner,Koru Partners Pte Ltd,Full Stack Developer,Computer Science
Partner,PT. Boon Software,Web Developer,Computer Science
Partner,PT. Matica Inovasi Edukasi,Back End Developer,Computer Science
Partner,PT. Password Solusi Sistem,Data Scientist,Computer Science
Partner,PT. Sterling Tulus Cemerlang,Programmer,Computer Science
Partner,Bina Nusantara University - School of Computer Science (Malang),Application Developer,Computer Science
Partner,Travello,Web Developer,Computer Science
Partner,PT. Trimitra Sistem Solusindo,Technical Consultant,Computer Science
Partner,PT ROKET TEKNOLOGI INDONESIA,Data Analyst,Computer Science
Partner,AgriAku,Front End Developer,Computer Science
